value,productivity,cost,area
-0.2793827040451964,-0.34725946293145177,-0.2875249710150168,-0.41027402763779125
-0.2793827040451964,-0.34652707296479035,-0.2870474225521574,-0.40908332508310774
-0.2793827040451964,-0.3464585104664823,-0.28686163879418275,-0.4085573809370442
-0.2793827040451964,-0.34638552577812387,-0.2864482116567568,-0.4072905556022839
-0.2793827040451964,-0.34592459988853247,-0.2858561596727617,-0.40620847287735024
-0.2793827040451964,-0.345125734628337,-0.28557231325487376,-0.40599926005879833
-0.2793161861975236,-0.3445630172576266,-0.28538214573009824,-0.40516647598908023
-0.27925567334146806,-0.3444175135418504,-0.28516163600502153,-0.40419751037591245
-0.27919944598603813,-0.34314601791801963,-0.28501917257067355,-0.40349769836446897
-0.27907352633802746,-0.34302021033618024,-0.2844244874592713,-0.4033091747575564
-0.27904356751420983,-0.3426724336369254,-0.2841757258096222,-0.40287822553606684
-0.27891579610666967,-0.34218573266125746,-0.28415383801311317,-0.4019687373409207
-0.27881454454096366,-0.3412654128619658,-0.2836300727647311,-0.40163519405192455
-0.27881454454096366,-0.34108622504868774,-0.2835896089168128,-0.40135047701773363
-0.27858909281823874,-0.34025501214576453,-0.2831071921534417,-0.40119055612454674
-0.27858909281823874,-0.3395001500499113,-0.2829803423086965,-0.40098051741182994
-0.2779535292671297,-0.33883401529406887,-0.2828932815014237,-0.4008047767702043
-0.27787490223481887,-0.33864720252954117,-0.2805649450661626,-0.40050898607319946
-0.27753874835936027,-0.3374896388521405,-0.28033882238553665,-0.399951594209024
-0.2772897594503292,-0.33738681635339096,-0.27998881048103813,-0.3996261010853035
-0.2771238880904682,-0.336482161184423,-0.27975662736775553,-0.39910337584453187
-0.27690042039581064,-0.3347521434293154,-0.2795895415858295,-0.3980795661421972
-0.2768500459231795,-0.3342933389210104,-0.2783383370766733,-0.39757771399814074
-0.27675204155007715,-0.3341667089309208,-0.27814036850619134,-0.3962444494218611
-0.2767373332886709,-0.3341031910042166,-0.2780747339286132,-0.3956558082539052
-0.2767373332886709,-0.33383994784356946,-0.2776601147925863,-0.3953530219666678
-0.2765257036281488,-0.33382584064939946,-0.27751643371633666,-0.3923426408443306
-0.27626524042346134,-0.33306594006590956,-0.27708667816375226,-0.39195253638683575
-0.27607599059953947,-0.33281573244113094,-0.27687739553459223,-0.3901406593629766
-0.27545961921326906,-0.3325922282292872,-0.2760730489843624,-0.3900965950328007
-0.2754146479104081,-0.3323077735972875,-0.2756283814578571,-0.3894183266535704
-0.2754146479104081,-0.3317101328741521,-0.2754708510121978,-0.38941762513172257
-0.2754146479104081,-0.331207708648853,-0.27526155372428956,-0.38848102431955833
-0.27462103668345045,-0.33112708861024415,-0.2748953681988568,-0.3883323454572784
-0.27462103668345045,-0.330827078906192,-0.27445766088793794,-0.3882863314817463
-0.2745416755607547,-0.3307447225849313,-0.27435024703086164,-0.3880773133684244
-0.2735352707101421,-0.3307322977117105,-0.2741009276362121,-0.3876383123948457
-0.2735352707101421,-0.3306192795611228,-0.2739416356760129,-0.3874739262807578
-0.273430619843014,-0.33048347218796537,-0.27361205010671447,-0.3872095261949545
-0.273430619843014,-0.329748688636036,-0.27338702218806277,-0.38671819870355506
-0.273430619843014,-0.3292567052271539,-0.2731468176173474,-0.38597227421477565
-0.2734302891716694,-0.32900979677663006,-0.27297875750333156,-0.38542360514495894
-0.27327788936238595,-0.32750681527607584,-0.27268736549783107,-0.385267057576226
-0.27318030163517776,-0.32666255687319395,-0.27262390844042955,-0.38387112859403955
-0.2728354114227957,-0.325390039814348,-0.27198744374874034,-0.3812163787012338
-0.2727692771538826,-0.32440616664537447,-0.27184583088650593,-0.38111616058412867
-0.2726370086160563,-0.3234134235013809,-0.27145299297963604,-0.3807433554026617
-0.2720575533786932,-0.3231258880101706,-0.2710613250177916,-0.3804684427342164
-0.2718440587317878,-0.3228404460359971,-0.2698112370164839,-0.3802009120419618
-0.27170848348051585,-0.32245343522847403,-0.26980046733053104,-0.3800484895821217
-0.2714545278878894,-0.32185169839964356,-0.2694831221992103,-0.3784012060348154
-0.2714545278878894,-0.3216256712181178,-0.2694755099931993,-0.37546279923257597
-0.2714465917756198,-0.3207176591066423,-0.2690792918463391,-0.3747851760031556
-0.2714465917756198,-0.31988632598475963,-0.2669971401424124,-0.3742867062521067
-0.2714465917756198,-0.31824264388227885,-0.26600178923389306,-0.3734617509433904
-0.27136532598597934,-0.3177227873479952,-0.26551634354414305,-0.37112741007238764
-0.27100482147270694,-0.3165846547420101,-0.26530843709119084,-0.37010931554061194
-0.27100482147270694,-0.3159909097645967,-0.26510162297783496,-0.36756610914906596
-0.27098669406959786,-0.31524671085336786,-0.26452984606966945,-0.3657763293416843
-0.270899000029019,-0.3149104290209187,-0.26393101214643444,-0.36566021626993284
-0.2708755884978238,-0.31309049361231195,-0.26339330214713724,-0.36358205241559266
-0.27082776680797266,-0.3127845844892491,-0.2633680961012702,-0.3623398478244167
-0.2699916378595308,-0.31240810989826945,-0.262536601881728,-0.36204941146284036
-0.2696609665149651,-0.3115384555176652,-0.26222340814410217,-0.3593628459066781
-0.2694625637082257,-0.3113956982321478,-0.26216575847695606,-0.3585381607002696
-0.2694625637082257,-0.3104883179634197,-0.2616912062089684,-0.35825166417323634
-0.2694625637082257,-0.3103441127991214,-0.261644785901515,-0.357851757030408
-0.2686609502347295,-0.3093272276002953,-0.26071311185104823,-0.35778829038407556
-0.2684705496745286,-0.30929838516737534,-0.26004835723986053,-0.35728841173504244
-0.2684705496745286,-0.3088328845651534,-0.2597411289998811,-0.35381752306661857
-0.2684705496745286,-0.30629113877310365,-0.25802257488873725,-0.3523864419759469
-0.26845732282074597,-0.3054914203631165,-0.25752190777658146,-0.3522443667707165
-0.26840442863246927,-0.3053918020460807,-0.25720021883445615,-0.35212868597126845
-0.26786290801175466,-0.30536955244481784,-0.2571141799013773,-0.350444898541907
-0.2674785356408315,-0.3050544547734402,-0.25704981246433695,-0.3496311272892742
-0.2674706788896846,-0.3046026875267381,-0.25634110025684254,-0.34918211814611183
-0.26743586581052875,-0.3040236790443962,-0.25597415316810823,-0.34855121512584564
-0.26734626710300524,-0.30273325324452743,-0.2556728303317795,-0.34744404329480794
-0.26734626710300524,-0.3027067009376998,-0.2554478917829983,-0.34702713048404804
-0.26668492441387387,-0.30257234881097755,-0.25541485209198783,-0.34673854145115135
-0.26668492441387387,-0.30250815655070246,-0.2551450080882507,-0.34373051811949057
-0.26668492441387387,-0.30192255760976033,-0.25358234029068494,-0.34294953329421035
-0.26668492441387387,-0.3014600465125454,-0.25357182111664917,-0.34256150467665547
-0.2666163497904378,-0.30073885737982126,-0.25258255057766216,-0.3409688423128193
-0.2665168772365656,-0.3000450341401703,-0.25232500093177207,-0.34095023628360294
-0.2662170310747403,-0.29948857079601576,-0.25225539375126627,-0.338559850912239
-0.26615585026256877,-0.2992179850203078,-0.2521842544526817,-0.33830131397520424
-0.26615585026256877,-0.2992144990070825,-0.2521050339370904,-0.3374954142013365
-0.26615585026256877,-0.2989761317031497,-0.2518939297177272,-0.33691945383363797
-0.26615585026256877,-0.297965310046819,-0.2511091296072635,-0.336600630469198
-0.26615585026256877,-0.29720738924867574,-0.251084779609195,-0.3352372312858187
-0.26615585026256877,-0.2969785575025929,-0.25089637753554,-0.3347671816367161
-0.26615585026256877,-0.2969632725109053,-0.25017101316918683,-0.3321791304001362
-0.2660870706228991,-0.2962462416020236,-0.25016628508622674,-0.332069509190889
-0.26603945394928163,-0.29592013812069273,-0.25015781134377457,-0.3313640136021516
-0.26588956062879,-0.29574819429816895,-0.2494402734291266,-0.3311584720210083
-0.26588956062879,-0.29494912127819545,-0.2491409506559589,-0.33092703306995513
-0.26549450757343734,-0.29454014226520114,-0.2487902098235906,-0.3309102043688572
-0.2647157765569852,-0.2942607277477196,-0.24870225647375951,-0.32747217831010317
-0.263579920488402,-0.294258687352024,-0.2484931826007725,-0.32649802935199157
-0.26352742971916565,-0.29424489044745494,-0.24844553601203254,-0.3264067287772727
-0.2635104795060432,-0.2942182104140129,-0.2483353401672034,-0.3261585293025561
-0.2635104795060432,-0.293328444792229,-0.2482692482751485,-0.3260928471098982
-0.2626127464861087,-0.2927057384515542,-0.24770044500189844,-0.32461315235562505
-0.26245233120343303,-0.2925368137048118,-0.2472863059648871,-0.3242064354251759
-0.26233909610819994,-0.29253128712137894,-0.24640732751474964,-0.3230109596989237
-0.26211179262594547,-0.29122811616628713,-0.24606933607970918,-0.3219854493782806
-0.2619138461456616,-0.29104664682804293,-0.24597791223880652,-0.32022813612082474
-0.26152645143864905,-0.28990831776050835,-0.24565881965956737,-0.31969932958316283
-0.26141799123763154,-0.2897584619334097,-0.2454926224861856,-0.31958257378249244
-0.26133697675821294,-0.2894250402246669,-0.24534429123355386,-0.3190246636695001
-0.2610750850533169,-0.28928443043163016,-0.24439953177921223,-0.31878252178424454
-0.2608651087495177,-0.2890057903849966,-0.24411535074777096,-0.31818117018230757
-0.2608651087495177,-0.2888509628372279,-0.24377842899980057,-0.3179689645137403
-0.259835041057488,-0.28525830555186765,-0.2435001349466843,-0.3176685427378135
-0.2595731758062995,-0.2847102859505769,-0.2432981503000029,-0.3176424263480352
-0.25954242337125494,-0.2846123786783033,-0.24315518798716065,-0.3166436666918884
-0.25954242337125494,-0.28427498391079087,-0.24315416412744018,-0.3166269189556427
-0.25954242337125494,-0.2842140134756379,-0.24306332791879526,-0.31627255618245526
-0.2594895159561244,-0.2841805691481799,-0.24266676860517028,-0.3142205498705383
-0.2593440205645155,-0.28306111725175803,-0.24234778072744612,-0.3138992621514191
-0.25838624424183476,-0.2817461497796063,-0.2423049703346724,-0.3138893490311565
-0.25838624424183476,-0.2811513361539233,-0.24063188834834373,-0.3136849745905696
-0.2583784602383837,-0.28011386572793967,-0.24052190262475195,-0.3117402331966568
-0.2579505715185157,-0.2798749577049546,-0.2402608524492917,-0.3098235855972977
-0.25789074645885685,-0.2791470418755568,-0.24011533758625334,-0.3096915040478888
-0.25750189018450137,-0.2782722719509532,-0.23984804224367967,-0.30910166322885
-0.257323869959441,-0.27818209368427854,-0.2397406184210957,-0.30853894903613127
-0.257323869959441,-0.2780232506778589,-0.2388512110965883,-0.3081776934416052
-0.2568970526147294,-0.2778154683785874,-0.23783083547920572,-0.30703160062864054
-0.25686398548027284,-0.2775751169550543,-0.2376908170556654,-0.30613527952710307
-0.25663251553907684,-0.27727807110499997,-0.23663009957504907,-0.3059883668694856
-0.256235709925598,-0.27685561631498595,-0.23608363049732176,-0.30573599047411976
-0.256235709925598,-0.2756033582627536,-0.2359658180360355,-0.30557390974161036
-0.2560940437081592,-0.2753266870718718,-0.235865592708535,-0.3051749894520465
-0.25600291729902375,-0.2739671191242156,-0.2353039394725249,-0.30488284834704954
-0.25557436723646665,-0.2739446808447104,-0.23468185503652883,-0.30453808050427544
-0.25557436723646665,-0.2723598849071728,-0.23358564608651403,-0.3037083959134818
-0.25557436723646665,-0.2711047016867134,-0.233409129441584,-0.3035244867825311
-0.25557436723646665,-0.27103684022749025,-0.23334619020959907,-0.30145018122518324
-0.25557436723646665,-0.2700756332463511,-0.23333222670620396,-0.29901834770183344
-0.25557436723646665,-0.2697922994405272,-0.2332987847443231,-0.29653341837893393
-0.25557436723646665,-0.2694731033759489,-0.23317189237138022,-0.2933912310660913
-0.25557436723646665,-0.2682276736978322,-0.23264988342640655,-0.29298531299440284
-0.25557436723646665,-0.26729412781121803,-0.23185211146953977,-0.29287366170416634
-0.25557436723646665,-0.267147723472707,-0.23180234299945354,-0.29268428320582496
-0.2549527051086831,-0.2669964274016574,-0.2306477331901247,-0.2925754426976359
-0.25492261401632765,-0.2653464882611466,-0.23043787979192534,-0.29214889776616476
-0.25453936592797605,-0.2652358899169956,-0.23026663130365413,-0.2908159600111527
-0.25444347123805194,-0.26378235944137085,-0.22945361272183357,-0.2905289711778639
-0.2544149012338815,-0.26374413185222995,-0.2293132583475871,-0.2899168612298645
-0.2543045892733344,-0.26334399817475557,-0.22826741361305353,-0.2871480000204483
-0.2543045892733344,-0.2622796289888511,-0.22728422607349566,-0.28520701807692117
-0.25399382434371154,-0.26123346191628766,-0.2271862183403248,-0.2845011383404759
-0.2539606910749861,-0.2604814154474571,-0.22708786021581537,-0.2820709565303297
-0.2539606910749861,-0.25906707096263853,-0.22691527395286318,-0.28205212538999774
-0.25391340507271315,-0.2578843242248686,-0.22691185484270554,-0.28184674311716795
-0.25391340507271315,-0.2574250285071862,-0.22686402600630312,-0.2818334925420263
-0.25386810309850766,-0.2571353762859321,-0.226686512657829,-0.2792912281141469
-0.2535903391690725,-0.2563652801314915,-0.22651867878359377,-0.2774131786687486
-0.2535903391690725,-0.2549713224425084,-0.22631717544996072,-0.27720624409246186
-0.2532662812513981,-0.2547419995136633,-0.2258723668009317,-0.27615892094775885
-0.2531512406906237,-0.25465413867098,-0.2248508996653861,-0.2757246792945854
-0.25300835760263685,-0.25229941534607164,-0.22474166133538256,-0.27535044560778754
-0.2529289964799411,-0.2519894018878231,-0.22354750460468883,-0.27453686303131314
-0.2529289964799411,-0.25131264143518717,-0.2232847383705895,-0.27442025065461706
-0.2529289964799411,-0.24959301968611355,-0.22236017842527145,-0.2735224610935423
-0.2529289964799411,-0.24958978604095056,-0.2217822823883095,-0.2708197338345518
-0.2529289964799411,-0.24893502895547331,-0.22152796757297533,-0.2704832890055673
-0.2529289964799411,-0.24526183676574254,-0.22145939292369476,-0.26941605215858383
-0.2529289964799411,-0.24465826495611145,-0.22115113951861554,-0.26935356179760794
-0.2529289964799411,-0.24349067757811663,-0.21953144357850776,-0.2625161019794586
-0.2529289964799411,-0.24331870478307638,-0.2194452548130076,-0.261881678031758
-0.2529289964799411,-0.2417147071056456,-0.21852207167300985,-0.25961065647701154
-0.2529289964799411,-0.24114855812135486,-0.21834350431551913,-0.2584879528991304
-0.2529289964799411,-0.2399456193598861,-0.21821682102015308,-0.2564012856120048
-0.2529289964799411,-0.23860430993358922,-0.21795960392820748,-0.25593586860233425
-0.2529289964799411,-0.23837848750970544,-0.21594030109034346,-0.25585130137568984
-0.2529289964799411,-0.23832340900669327,-0.2146359798996198,-0.25423787890035277
-0.2529031181405154,-0.23690815068955412,-0.2139867338416849,-0.2530563152740527
-0.252849899894321,-0.2365624032837525,-0.21313104106961014,-0.2518786552202748
-0.252598225933972,-0.23548721630888608,-0.21255557961439625,-0.2500473341734799
-0.25189738124601885,-0.2352265001335663,-0.2121597477660166,-0.24964123325791363
-0.25189738124601885,-0.2341622503540356,-0.21177318250597998,-0.24895986232987607
-0.25160631110167836,-0.23411848697411067,-0.2115401264515439,-0.24592876128649888
-0.25160631110167836,-0.23392317331602025,-0.21094879051552573,-0.24541803173865034
-0.25160631110167836,-0.23292658932443638,-0.21080062077100586,-0.24516376657046227
-0.25160631110167836,-0.23200543080401814,-0.2096818425988147,-0.2430230918359556
-0.25135738171348926,-0.2317896604565514,-0.20908046284128404,-0.24284328747856404
-0.25134045134064753,-0.23167105653503334,-0.2090155451191983,-0.24097784748334453
-0.25126902633022136,-0.23134886008003883,-0.2082372203340208,-0.2405362454660356
-0.25093174155876435,-0.22793911692121305,-0.20804966114834897,-0.24050368168570366
-0.25090407759407796,-0.22658821332539605,-0.20604691272576597,-0.23863612929581166
-0.25028362572341556,-0.22344403131178658,-0.206015314028703,-0.23744034292404603
-0.25028362572341556,-0.2225684609315785,-0.20597309622518795,-0.2361382114296821
-0.25028362572341556,-0.22211723684730705,-0.2051931497273027,-0.2315799124239732
-0.25028362572341556,-0.21551581730338853,-0.20453616936811447,-0.230343914167069
-0.25028362572341556,-0.21333641118577007,-0.20438373510792326,-0.22999639338254999
-0.25011167662424144,-0.21330129045865934,-0.20421613781981976,-0.22943427206325157
-0.24896094034515281,-0.21125702068714558,-0.20367009227106095,-0.2270481805691229
-0.2485707481585653,-0.21049997632488932,-0.2026353807411056,-0.22627084957240165
-0.2484715467551956,-0.2062462821178197,-0.20253522512029132,-0.22527893619590678
-0.24846806809265076,-0.20577280578015272,-0.20240859613673146,-0.22229140033622843
-0.24842457819741345,-0.2046419381316868,-0.2011694222548862,-0.21876424037235856
-0.2481322779556712,-0.20415779839189094,-0.2011408232998979,-0.21588939817706462
-0.24796892631145573,-0.20412616012266746,-0.20104574825427546,-0.2143468731104185
-0.24750598642906377,-0.2034492244642516,-0.20097036591443848,-0.21147136254924087
-0.24691737820888304,-0.20221839671413305,-0.20046698037191601,-0.21113800345227157
-0.24571255732467728,-0.20129987508192757,-0.1999926091729666,-0.2108121544467279
-0.2452514692018149,-0.2002682064050247,-0.19956945557406772,-0.2099449943380836
-0.24506568481358412,-0.20002091529569696,-0.19916696834819597,-0.20868869534958606
-0.24503867557815998,-0.19882956684942993,-0.19796149364056595,-0.20772313534987472
-0.24503867557815998,-0.19715216592976778,-0.19793183475999834,-0.20639951428084596
-0.24466350248404264,-0.19645523228073428,-0.1964337176599782,-0.20447778610795367
-0.24462253230445094,-0.19543087997077793,-0.19592123031063347,-0.2038525390828745
-0.2442632049811652,-0.19438458482747853,-0.19456362517031534,-0.20130793641542633
-0.24300885614297038,-0.1932149461118954,-0.19440558608749428,-0.2010758697132993
-0.24295529399857763,-0.19162358501710927,-0.19368808832445394,-0.19793551867416878
-0.2425976134185878,-0.19073442597680465,-0.19312876982615418,-0.19364824628835448
-0.2423309798866107,-0.18892909565234167,-0.19222191071996178,-0.19150080977219416
-0.24203106097708962,-0.1870789341760972,-0.19206996949231714,-0.18820939819925075
-0.2416861707647076,-0.1868452737703723,-0.19151615236433267,-0.18484096259959415
-0.2416861707647076,-0.18505490990691004,-0.1893475876601447,-0.18470885545468965
-0.2416861707647076,-0.18492697659543184,-0.1888845500557361,-0.18422799369464488
-0.23970214269731346,-0.1837439511418911,-0.18854461370043235,-0.18418700373440025
-0.23970214269731346,-0.1836706946413555,-0.18782714239948614,-0.18359447872970425
-0.23970214269731346,-0.18256239776944788,-0.1836631271908079,-0.17677346153180332
-0.23970214269731346,-0.18174268962424914,-0.1835063424963521,-0.17632703181256845
-0.23970214269731346,-0.18120731017756198,-0.1827818172140435,-0.17628059515371688
-0.23970214269731346,-0.18109196678345132,-0.18275188625110766,-0.17233609305262199
-0.23970210963017902,-0.18086718197922766,-0.18147662647855506,-0.17039707447286362
-0.23943760562166091,-0.1791105748704949,-0.17742271385266944,-0.16808252614918992
-0.23943760562166091,-0.17080333296907296,-0.17642783104051907,-0.1672309010333126
-0.23851708273265892,-0.16965889433713693,-0.17632167509375685,-0.16338496482124246
-0.23850841914343132,-0.1681870353346043,-0.17618440977709418,-0.15696097718553878
-0.23840572585066297,-0.16637290193818124,-0.1759894357210546,-0.15336522791168
-0.23839189717503326,-0.1648297966270351,-0.17503196155555253,-0.15295640834139201
-0.238008444070448,-0.16246910509454168,-0.17362830401215598,-0.15159850503627603
-0.238008444070448,-0.1613659363503581,-0.1712711760927471,-0.14858210636278035
-0.238008444070448,-0.16135683791354852,-0.17120007256830574,-0.14846562826228485
-0.238008444070448,-0.16053333134567502,-0.17119246194623938,-0.1467461115326728
-0.23797603827868055,-0.15892832885238445,-0.17115466484885378,-0.14540864455590674
-0.23797603827868055,-0.1583418589581478,-0.17069888430480226,-0.14492886292547863
-0.23670956702899396,-0.15693576662822342,-0.1706335892629931,-0.14359085002050073
-0.23652769778948282,-0.15598697842321058,-0.16989978664339273,-0.1409249027920387
-0.23639542925165655,-0.15478785808410075,-0.16810453929977925,-0.13992579228248136
-0.23639542925165655,-0.15382448876717472,-0.16683061724382403,-0.1395882696953647
-0.23639542925165655,-0.15301233676627318,-0.16623690116359735,-0.1394859955130127
-0.23530547697912602,-0.15283896929772828,-0.16607460856900194,-0.1332416929867275
-0.23444128726038424,-0.15000017621715084,-0.1660319359297928,-0.13071334239980925
-0.2344114011842624,-0.1492639738879495,-0.16590015199069008,-0.13016063270480835
-0.2344114011842624,-0.14824046863884413,-0.16495539549687732,-0.12888818456953016
-0.23427780996105785,-0.1469470644772494,-0.1647033252932255,-0.12476268963406949
-0.23308871580599963,-0.14570976077066564,-0.1620888309331069,-0.12328665522177672
-0.23308871580599963,-0.14434942309749477,-0.16184164738476434,-0.12324531775316967
-0.23282460198966815,-0.14223859037586176,-0.16075568396931794,-0.12198507283601974
-0.23282460198966815,-0.1418861615922501,-0.15911787723838827,-0.12084868694361069
-0.23279931224523576,-0.14056057348913847,-0.15853178693169853,-0.11896010651568276
-0.23279931224523576,-0.14050575369663312,-0.15730295559318708,-0.11588275523451302
-0.23275804446143394,-0.13986247686184938,-0.15695151691330378,-0.11532855006948292
-0.23265884305806422,-0.1398511174265617,-0.15549794276880588,-0.1148776130018801
-0.23237115898829208,-0.13913232833756073,-0.15410688618029741,-0.11400427332125247
-0.23226467620191504,-0.1384071610636176,-0.15333331623998073,-0.11319947273130124
-0.2322418400388593,-0.1372946986582663,-0.1530684000993825,-0.1126573309138651
-0.2303887445970594,-0.13663334225343632,-0.15303710578044288,-0.11230459707577461
-0.23031022337957882,-0.13598849134582874,-0.15249414958182608,-0.110929020080367
-0.2300134723015387,-0.1335297487579112,-0.15084568371915125,-0.10699593245165846
-0.22984128511899646,-0.13190565738756313,-0.15009530076415628,-0.09929916211907978
-0.22821253695763055,-0.13149346603422113,-0.1487098903691697,-0.09757659858304527
-0.22812864563751425,-0.13114583823950962,-0.14812803428709662,-0.09698850275406488
-0.22812864563751425,-0.130700751307419,-0.14584908488842963,-0.09671775010802448
-0.227790038180679,-0.12942661018234186,-0.14509669954474083,-0.09549679879554211
-0.2264752889146858,-0.12822143775951417,-0.1444668367974202,-0.09398071839878144
-0.2264752889146858,-0.12563485180512526,-0.14443973274990995,-0.09284995551331857
-0.22515260353642305,-0.12283134859470339,-0.14375678961857888,-0.09129335622349424
-0.22496081415657493,-0.12077698788981424,-0.14300117812136334,-0.09098077718785348
-0.22496081415657493,-0.1176808585341035,-0.14257743957938288,-0.0870242634151656
-0.22482193219185737,-0.11400369244418458,-0.14095872825305464,-0.08542669068130158
-0.22462352938511793,-0.10628818078887575,-0.13929930086103787,-0.08477488641118808
-0.22449126084729165,-0.10578547784479202,-0.13906504512401172,-0.08215698313943404
-0.2239900159963452,-0.10458596527904346,-0.13765922566474573,-0.08003120689130198
-0.22184589009076613,-0.10228163784403663,-0.13654427370934238,-0.08001710005015307
-0.22092904426711577,-0.10160243127828342,-0.1361089474002899,-0.0787518825153152
-0.22053710613582891,-0.0995232304164089,-0.134794282148301,-0.07832670108830286
-0.219861862023372,-0.09870249367164376,-0.1304226051317581,-0.07387500647495264
-0.219861862023372,-0.09819222636929277,-0.1300605933085361,-0.07326796231025307
-0.219861862023372,-0.09780148241605137,-0.12987248665094472,-0.06912946079817837
-0.219861862023372,-0.09568460328599775,-0.1295093572432857,-0.06361162616579633
-0.219861862023372,-0.09546824417482827,-0.12888401424820506,-0.06156812280812633
-0.219861862023372,-0.09465088874943883,-0.12780490730460026,-0.060936640148560914
-0.219861862023372,-0.09260393103185476,-0.12704168477574798,-0.059114960790736006
-0.219861862023372,-0.09154472271488424,-0.12527455707964044,-0.05906420799178583
-0.219861862023372,-0.09108071133733352,-0.1227928683440148,-0.05710352686492342
-0.219861862023372,-0.09069744839589337,-0.12066047859657034,-0.05130257551454138
-0.219861862023372,-0.08962499950411573,-0.12005526685181897,-0.0488554231619605
-0.2197432171449418,-0.0872776701247323,-0.11982863645959038,-0.046809175299782665
-0.21906825079641432,-0.08559008062583656,-0.11788989691832646,-0.04644505892971217
-0.21892973257017576,-0.0842772412642141,-0.11549466054961605,-0.04500789270156541
-0.21873757945184863,-0.08131906959338486,-0.11432240638516819,-0.044584100894927155
-0.21853917664510922,-0.08081630564862227,-0.11373126882464356,-0.039482853874502934
-0.21853917664510922,-0.07972372493356433,-0.11372685259137105,-0.03873602918744141
-0.21853917664510922,-0.07905017527635275,-0.11343665504916871,-0.032017827596805735
-0.21853917664510922,-0.0751014028858988,-0.11323131585854444,-0.03102485457823393
-0.21787783395597785,-0.07485338481427009,-0.10980113527894163,-0.030173846976909294
-0.21787783395597785,-0.07047596231495479,-0.10966218187388875,-0.029561769657059898
-0.21668741711554135,-0.06460527629627898,-0.10913113576932584,-0.02818987700786778
-0.2158011319375557,-0.06283421993903879,-0.10605078213073224,-0.02792261922770192
-0.2158011319375557,-0.06076191458783376,-0.10567592847693941,-0.026360876335520856
-0.21399355009962184,-0.0560606688069488,-0.10562325218309486,-0.02610160711964708
-0.21357910647662384,-0.053866300342309104,-0.10245419196058744,-0.02267698472579002
-0.21324843513205816,-0.05192041132436948,-0.10102653260884281,-0.01955377563413826
-0.21324843513205816,-0.05020553843821913,-0.09906259839003369,-0.016281071603019604
-0.21324843513205816,-0.04882279424302078,-0.09734816285065308,-0.010530034801413474
-0.2126697602790682,-0.046719056515464666,-0.09551239020705415,-0.007017068215979126
-0.2126697602790682,-0.04668372407240085,-0.09492146717561309,-0.00013643211745845195
-0.21243240438793892,-0.03979022736290905,-0.09200551067142902,0.002424768302220422
-0.21243240438793892,-0.036001116513897834,-0.09166651248316918,0.004522246185648702
-0.21192574975379538,-0.02324003679232073,-0.08994882907460651,0.005825294034652838
-0.21169427981259942,-0.017462584273728512,-0.08917180610995636,0.01105996391794446
-0.21169427981259942,-0.013397985572020628,-0.08913236633687834,0.011929571136278043
-0.21139006217559897,-0.013132491510145868,-0.0878627276891865,0.012452480208962457
-0.21106728726274152,-0.011869059840367296,-0.08701114819521744,0.014010797202620363
-0.20994172168640124,-0.010330785003462607,-0.08579412742882515,0.015175046235073715
-0.20986732063387398,-0.0100625747628923,-0.08555419345685122,0.019867497638790383
-0.20835449923248592,-0.008638214003707565,-0.08498001530257059,0.02649045791395389
-0.20729635092987572,-0.00586561147885691,-0.08223840284431465,0.04338035321008997
-0.20664162166763564,-0.004655426271518998,-0.08010768127313553,0.04368994655619415
-0.20663500824074432,-0.002561923744795759,-0.07613999435776907,0.05014402654874719
-0.20573558218352567,-0.0022701806234527353,-0.07606405973916737,0.052555828345745806
-0.20558810276384937,0.004794632879117518,-0.07517796912607073,0.06236773555366614
-0.20332829479508743,0.010525046242451212,-0.0723663829596409,0.06578850846956664
-0.20217441713822545,0.011011332232488348,-0.07169987999277298,0.06937786882127174
-0.20217441713822545,0.011571859421614757,-0.06838251441717669,0.07173832721330838
-0.2006829240385619,0.012014254344770107,-0.06671717399510889,0.07605964085315843
-0.2003522526939962,0.013242855840164576,-0.06187674918595362,0.08377303736436878
-0.20002158134943052,0.014854702542611604,-0.060145613694476775,0.0854868664822726
-0.19753212213186772,0.01773186041873379,-0.05961149854049948,0.08733925166962372
-0.19340815445811668,0.01902561918493275,-0.05828556551420414,0.08832618158618115
-0.19268099494456295,0.027423656554957286,-0.05141952546386909,0.08834706578018131
-0.19026135367469174,0.028782464089473464,-0.050946888827149886,0.0891584816353752
-0.18811741294506562,0.03099633262784501,-0.04934191087723019,0.09180858245543094
-0.18811741294506562,0.038650043238520275,-0.048812272106424755,0.09324769942165073
-0.18752220452484739,0.04045687370668138,-0.04766100341064636,0.09760161982208636
-0.18745607025593425,0.04125364815122879,-0.04659749901638065,0.09801285035730527
-0.1873958880712233,0.04439743219050874,-0.04451956468787933,0.10074140721696542
-0.1872675875895318,0.04668479374416245,-0.04446732750757787,0.10085204989811221
-0.18710948700626806,0.05170955711778224,-0.043997291312269086,0.10218034322148944
-0.18703281093489016,0.05570211387938832,-0.041125802141420614,0.10505736167865934
-0.18696667666597702,0.05977341553743606,-0.03743391207849152,0.10579545073177747
-0.18692699610462915,0.06209975032030265,-0.034975106058425846,0.10819655956581843
-0.18692699610462915,0.0648288928719584,-0.03336819761613693,0.10877123754437701
-0.1868752460392046,0.0662344153782136,-0.02697123799076958,0.10928068791927896
