value,productivity,cost,area
-0.3056935615895993,-0.4207209075324987,-0.3551722209562688,-0.4856599669826038
-0.30557187453479917,-0.42048101665228693,-0.35491124663265783,-0.4855964390829776
-0.30557187453479917,-0.4203232290448811,-0.35466695451485414,-0.48556452739253175
-0.305505740265886,-0.4202767462498064,-0.3546400164192991,-0.4855416436501247
-0.30550458291618005,-0.4202211065964087,-0.3544223739358305,-0.4854713715230278
-0.3054873483257013,-0.4198104033617706,-0.3535777816319426,-0.4853493802014488
-0.3051750689213203,-0.41978450851277477,-0.3533371348362003,-0.48525229870951564
-0.3051180611815172,-0.4197429934413068,-0.3532460108840399,-0.48523298459408043
-0.3051116659977133,-0.419621144843745,-0.35284781865602677,-0.48467220700020447
-0.30504949978493495,-0.4188269025343195,-0.35280783276499283,-0.4845992875733463
-0.3050394936700484,-0.41859191372959903,-0.3524605946331588,-0.48441950842534365
-0.3047551163137219,-0.4176122777699093,-0.3522220992525574,-0.48398829106354374
-0.3038887573909598,-0.4174587192614238,-0.3521742331855111,-0.48393063289734684
-0.303737045378073,-0.4174169218473615,-0.3518101398680723,-0.4838178767874049
-0.30324064155561103,-0.41736449511180357,-0.3517845365505966,-0.4831881221420249
-0.3031910408539262,-0.4173332521051284,-0.35168108068527315,-0.4831333234220896
-0.3031910408539262,-0.4170998530241321,-0.35137793209309603,-0.4830434521507293
-0.303143649036823,-0.41678964776827104,-0.3512237006700598,-0.48297186639257444
-0.30303225247426574,-0.41640505204125744,-0.35060954911544234,-0.4829603597052263
-0.3028735963631431,-0.4160402554569875,-0.35047049608948627,-0.4827635158921026
-0.3028604290302025,-0.41523208134282785,-0.35037038544621785,-0.48255235807384783
-0.3025451471300129,-0.4151876531786795,-0.35025985872425447,-0.4825468215060559
-0.3025296981647948,-0.41512940354047373,-0.3500066375019753,-0.4824478242603857
-0.3025296981647948,-0.4151099180588011,-0.3493674046179401,-0.48231395330015187
-0.30249570515057345,-0.4150833554975797,-0.3488108251478734,-0.48215980154925336
-0.30249033504793765,-0.41498385736755006,-0.34741646930613335,-0.4817553666740761
-0.3024080111099946,-0.4149836651458554,-0.3474139783982769,-0.48172194733174056
-0.30224862752191395,-0.41498135373509454,-0.34708849463635827,-0.48161467558370996
-0.30220894696056605,-0.4143767076980794,-0.346859804052486,-0.4814654214989983
-0.3018822436721352,-0.41416362690376796,-0.3463093930549111,-0.48125245050806686
-0.30186835547566343,-0.41388789990197655,-0.34629351436641287,-0.4807327475164129
-0.3018392563973416,-0.4138391209094513,-0.34605752949116886,-0.48038103811900973
-0.3018392563973416,-0.41381525856307666,-0.34595376016572765,-0.48037873667645087
-0.3018392563973416,-0.41362574858064505,-0.34581103517946504,-0.48026500185449805
-0.3018392563973416,-0.4135923943461577,-0.34561821869802023,-0.4802475014898248
-0.30178238092607634,-0.4134606611045747,-0.34512616678569624,-0.47992793179029075
-0.3013458947512496,-0.41314989845950195,-0.3449809357966005,-0.479849849053529
-0.3012458798963723,-0.4129288839782349,-0.34468179709618285,-0.4798032504020959
-0.3012458798963723,-0.4118478847023182,-0.3445980213189594,-0.4798004283549345
-0.30104644539503783,-0.41163065058641535,-0.34431838810830284,-0.47931628665744963
-0.30073084605035744,-0.4113453805688888,-0.34376661328301394,-0.4792293798887399
-0.30062727978523945,-0.41130553155371896,-0.34370668275554633,-0.4791680165691118
-0.30054567009740063,-0.4112748477212909,-0.3434616960184139,-0.4790998531121894
-0.3003484444806479,-0.41119968256509654,-0.3431854077305842,-0.47887000774777166
-0.300281258676859,-0.41119508206016336,-0.3429962935828144,-0.47875361095652214
-0.3001781619650503,-0.410869317347382,-0.34271708723345157,-0.4785582525651285
-0.29987420886512556,-0.4107049486409285,-0.3425152016443833,-0.4785075299007987
-0.2996544314626734,-0.4106546801351583,-0.3424970399212486,-0.4784840913778693
-0.2995989580379091,-0.40985011439099167,-0.34245910988938094,-0.4778903392744465
-0.29959464608357594,-0.4097873149153716,-0.34233263373458345,-0.47767362562709553
-0.299520588929247,-0.40948115253345113,-0.3421850699160144,-0.4775823467209537
-0.299520588929247,-0.40933428337389755,-0.34217599953788397,-0.47744934342089546
-0.2992301272201805,-0.4092881355346877,-0.34174280424140363,-0.4771979220741257
-0.2992247438906909,-0.4092858463139509,-0.34174075128938197,-0.4771062841515929
-0.2992229847191379,-0.409236271575661,-0.34170496876671835,-0.4769933536113127
-0.2992229847191379,-0.4088117356279247,-0.34159131449436486,-0.47690727439869046
-0.2992229847191379,-0.4085191895887196,-0.34124986575960464,-0.47670826335504374
-0.2992229847191379,-0.40851911111037237,-0.34111456197636403,-0.4763784053233905
-0.2992229847191379,-0.40840569365415397,-0.3410266017806083,-0.47630488290228135
-0.2992229847191379,-0.40803283326866113,-0.34043604455569904,-0.47625579484677677
-0.2992229847191379,-0.4074309615614244,-0.339550462685037,-0.47606180151497673
-0.2992229847191379,-0.4073120195112006,-0.33938010442749716,-0.47594386693842017
-0.2992229847191379,-0.4064840545442543,-0.33910577823217314,-0.47589582844605177
-0.2992229847191379,-0.40611805358044945,-0.33823632713258434,-0.4756618931013165
-0.29920801192065594,-0.406101306496603,-0.33814878610169274,-0.47564301430902917
-0.2992065569667398,-0.4060190517351023,-0.3381030814238782,-0.4752145430102921
-0.29919468586546993,-0.40585477272838655,-0.3378231300485064,-0.4747999410501785
-0.2990671327010172,-0.40541437836693095,-0.337238972028806,-0.47451175369390747
-0.2990589518919526,-0.40480624594596476,-0.3372331028200987,-0.47418799443344156
-0.2990510356199637,-0.4045058554502075,-0.337165903593922,-0.47375296001503014
-0.29902458191239845,-0.403756248027359,-0.3367548600289668,-0.47352306193248184
-0.2988952497361119,-0.40322374588161997,-0.33670575458112184,-0.4734139693688095
-0.29889165203188306,-0.4030593944601696,-0.3366426359526506,-0.4732520604099661
-0.29883967049651733,-0.4029385786778133,-0.3366340462960791,-0.4730722813846828
-0.29878332409940334,-0.4028664800908945,-0.33650169689766196,-0.47297478911972696
-0.29875475409523283,-0.4027825526099882,-0.3360797239135137,-0.47285583514937796
-0.298508734614876,-0.40272026687987733,-0.33451232285254945,-0.4727996109730461
-0.29848889433420206,-0.4020340416845805,-0.33422747795703606,-0.47277986269366157
-0.2981648364165277,-0.4016392597195678,-0.33421034633889285,-0.4720700999666782
-0.29796947578615823,-0.40156828818232737,-0.33409404764397893,-0.4720622713923493
-0.29796947578615823,-0.4014374614475462,-0.33398966779565054,-0.471699547950719
-0.29796947578615823,-0.4011625445835398,-0.3338306135364351,-0.47162078341381286
-0.29792252045522993,-0.4008674021459245,-0.33347758789462745,-0.4716179207969596
-0.2979002993408751,-0.40085474235509205,-0.3332643306009467,-0.47132209324728863
-0.2979002993408751,-0.4006293628955112,-0.333117027071795,-0.4712132374881275
-0.29780646804014116,-0.4005497433469282,-0.3328092509766641,-0.4711818247110216
-0.2977680308030488,-0.39978910624626396,-0.33244735153463045,-0.4709153906009275
-0.29758946827698335,-0.3986483043510904,-0.3317490044656498,-0.47084789186119286
-0.2974538930257114,-0.39863680451304345,-0.33147502266363643,-0.47057159369830637
-0.2973646117626787,-0.3981685556294127,-0.3314665137724453,-0.47050463040176443
-0.29726535745189386,-0.39813983393112323,-0.3312325242026897,-0.46993987247345964
-0.2972389566517437,-0.3978532238140396,-0.3311811386318497,-0.4698241891778737
-0.2972323432248524,-0.3976428019650592,-0.3311235628896947,-0.46958203671804505
-0.2971807584951002,-0.3974259909952439,-0.33106191636546195,-0.46925169023420094
-0.2969731894786894,-0.39673345977150815,-0.33093532888843397,-0.46922553781573173
-0.2969731894786894,-0.39619048113952454,-0.3306314810277648,-0.4689974572670131
-0.2969558953673686,-0.39604483822516307,-0.3303978611668385,-0.46898443172550064
-0.2967706665069967,-0.3956297520387814,-0.33025376250648864,-0.46852805435231654
-0.2967706665069967,-0.39552165705567216,-0.3302121593179413,-0.46834924270981804
-0.29675882185943436,-0.39494015204922156,-0.3301239699050016,-0.4681955159285904
-0.2965866082231845,-0.39397825458249314,-0.32949069772357986,-0.46783429266777965
-0.29657761396261234,-0.39395542866485883,-0.32945668236800163,-0.4677479869071842
-0.2965445468281558,-0.39385023111919043,-0.329195811602576,-0.46750464055365015
-0.2963725977289816,-0.3934326185765351,-0.3291182577513005,-0.4670844771805805
-0.29625630723052476,-0.3933529353922439,-0.32885747291768236,-0.4670266550253185
-0.29600290716575717,-0.39316880773681023,-0.328627769329567,-0.4662327815739661
-0.2959167805073516,-0.3931456094431442,-0.3284617865108534,-0.46579997411863777
-0.29591627127348097,-0.3927403494511209,-0.32827024191236975,-0.4656398951282631
-0.29591627127348097,-0.3927347235340126,-0.3281305671811014,-0.4656184618732863
-0.29591627127348097,-0.39218878211075187,-0.3280957508572797,-0.46552724163614484
-0.295906351133144,-0.3921826782655705,-0.3279854716785658,-0.4654406228388693
-0.295906351133144,-0.39174876337287856,-0.32753705737434496,-0.4650321144100636
-0.2958501370045678,-0.3917423865005585,-0.32748104287599195,-0.46486008468516976
-0.29581706987011125,-0.3915013630310268,-0.3273654716359192,-0.46470544407316977
-0.29580053630288294,-0.39145672699760725,-0.3272278587885679,-0.4646575133799878
-0.295609408265724,-0.3910689275574672,-0.32719032574628604,-0.46441929449108993
-0.295609408265724,-0.39104393852922004,-0.32702265483897075,-0.46422140934622685
-0.29559657821755486,-0.39098894564810655,-0.32669994242004796,-0.46412840727475146
-0.29522847487678433,-0.3899526440569832,-0.32642454355167627,-0.4640780932468973
-0.29511652278636813,-0.3895846706959408,-0.32633827714107355,-0.4640588963859498
-0.2951001281011046,-0.38946968588057695,-0.32597228538693057,-0.46402210194306076
-0.2948911901053273,-0.38924249932123706,-0.32537937157940605,-0.4634533093692625
-0.2948911901053273,-0.38881539037777885,-0.32535406833320407,-0.4628735873446472
-0.2948557421371899,-0.3886089143412974,-0.3252733085111395,-0.4626084772869149
-0.2947814006055046,-0.3881657146932066,-0.32502110342333457,-0.46196966788244564
-0.2947321173483105,-0.38783459970886214,-0.32459449642089316,-0.4618037169325298
-0.29433896895990264,-0.38766380173960185,-0.3241217060857401,-0.4615832978944666
-0.2942629145506525,-0.38759092399073286,-0.3239992140450219,-0.46049121311900204
-0.2942629145506525,-0.38739161874782063,-0.3238938853068418,-0.4604105939698405
-0.2942629145506525,-0.38705204341186344,-0.3237621762224025,-0.4602437422766025
-0.2939421633464238,-0.38699956808789066,-0.3235799883357858,-0.4598848514219872
-0.2939322432060868,-0.3868508949844956,-0.3231058207449494,-0.45987936003961377
-0.29376690753380397,-0.3868297691487634,-0.3222877117450327,-0.4597062189136338
-0.2931674003861064,-0.38616427123600316,-0.3219895366532191,-0.45958879652337414
-0.2930090088120594,-0.3857424770920476,-0.32159590809945443,-0.4595116899715614
-0.2930090088120594,-0.38540427892032636,-0.32154731830026884,-0.4594200305186845
-0.2930090088120594,-0.38535409807166127,-0.32136246014820385,-0.4589927041491667
-0.2930090088120594,-0.3850486789981057,-0.32099764109560913,-0.45897223438814894
-0.29260955782782405,-0.38481649202435636,-0.3208019229216076,-0.45879385464811945
-0.29260591382960693,-0.38472921877332855,-0.32075535129275784,-0.4584906693252869
-0.2926005437269712,-0.38449910596226566,-0.32070937087729784,-0.458441669337176
-0.2925374714747087,-0.38433096961280355,-0.3206060577811208,-0.4583308619129154
-0.2923418132401292,-0.38417990187971807,-0.3205704251139273,-0.4581287537045968
-0.2923418132401292,-0.3840179967059625,-0.3200845540297932,-0.45800657008268025
-0.2922900631747047,-0.3839257383078558,-0.3198797730667204,-0.45782640464135155
-0.2922861612528388,-0.3834306669436804,-0.3198399005026161,-0.45758587285256025
-0.29199450912693187,-0.3833002441595746,-0.3194079469220909,-0.45732100304529316
-0.2919725525496527,-0.3831257422767382,-0.3191693634020376,-0.45711907615992914
-0.2919482151386927,-0.38294235910980684,-0.3188810445195434,-0.4567061707440479
-0.29170351834371405,-0.38273393114444054,-0.31867659007995736,-0.45616818086793426
-0.29170351834371405,-0.3826049795870393,-0.31810758417041435,-0.45606363393066934
-0.29147337108789634,-0.3825689025288621,-0.3177022426853437,-0.45580682861230865
-0.29134573194889396,-0.3821707517998182,-0.31688927895562524,-0.45549333305080236
-0.2912868724495613,-0.3818545903347018,-0.31650673797395196,-0.45527440082199866
-0.2912868724495613,-0.3814614661921535,-0.3163860966997694,-0.4549624038987116
-0.2912868724495613,-0.38054535726669564,-0.31497247761326436,-0.45485798138919187
-0.29069166402934304,-0.3805284312051748,-0.3148598726069026,-0.45465117430499286
-0.2906903810245261,-0.37964481965448016,-0.31474649843986224,-0.4543526599613182
-0.2906903810245261,-0.379323141698216,-0.3146986500721943,-0.4542582366977792
-0.290625463626161,-0.3792533046285602,-0.3144661763753752,-0.45370298330760434
-0.2901916889563597,-0.3790601175783259,-0.314343999930234,-0.45330819456490484
-0.2899641870712985,-0.3790477716171141,-0.31332065305131696,-0.4532255479604262
-0.2899641870712985,-0.3787800919385727,-0.31314741549863956,-0.45306960068474306
-0.28988482594860276,-0.3783984089808342,-0.31260755695878406,-0.4528850302129626
-0.2895316689526066,-0.3777189544347338,-0.31258953651489024,-0.4524430410573054
-0.2893033602294647,-0.3775541109457918,-0.3120401670758081,-0.4516154505571202
-0.28930284438216713,-0.3774402212469861,-0.31203144552856105,-0.45145363932180466
-0.28926316382081924,-0.37665891531562784,-0.3116946220492279,-0.45093991843347697
-0.2892580582552592,-0.3751797423989513,-0.3110308789559212,-0.4506295845471075
-0.289095844120469,-0.3748851575593661,-0.3109282219735447,-0.4504012013785127
-0.2890350005930689,-0.37480769467105457,-0.3106610715860768,-0.4502894759616339
-0.2890350005930689,-0.3739710241760285,-0.3103242747349923,-0.45007228379795894
-0.2888068373653186,-0.3739173940610271,-0.3102736853555946,-0.4487377182487117
-0.28864150169303576,-0.37370769729311887,-0.3097900282959413,-0.44861491847400314
-0.28845635880721343,-0.37288991475921984,-0.3093654556235451,-0.44845539996299644
-0.28816464054703755,-0.37243027071869933,-0.30830345808341075,-0.4484366593162828
-0.28816464054703755,-0.37161119233212697,-0.30751227100595424,-0.44830450468199917
-0.2879801590039044,-0.37140678101653957,-0.30664139041199695,-0.4474359724196229
-0.2878917374863675,-0.37121605286679804,-0.30648138179778667,-0.4473705584640459
-0.28735849687612086,-0.37098990374677676,-0.3060853629869027,-0.44706142366944873
-0.28733280371264813,-0.3709462306657631,-0.3059286156189837,-0.4468693622334539
-0.287318816314773,-0.3707425493797779,-0.3054702021964592,-0.44547209234369406
-0.287318816314773,-0.3706056995898335,-0.305449613286241,-0.4441990232340267
-0.287318816314773,-0.3705558131091267,-0.30530515224828575,-0.4424794352973524
-0.287318816314773,-0.3702665590035801,-0.3050458590703848,-0.4424265400517684
-0.287318816314773,-0.36994499832703315,-0.30498220544285676,-0.4422514741351626
-0.28714661590537693,-0.36870637512577087,-0.3040951257848374,-0.44208021487292565
-0.28668458867589597,-0.3686102741123574,-0.3040031731348397,-0.4420757846634925
-0.2860622652054234,-0.36834574242334617,-0.3038549432727802,-0.4416791302794992
-0.2859961309365102,-0.3677476744669729,-0.30381027616606765,-0.44144315951287516
-0.2859961309365102,-0.3672460620728368,-0.3035051670390891,-0.4412997445708241
-0.2859961309365102,-0.367099360085657,-0.30304645976653966,-0.4412053224489271
-0.2859961309365102,-0.36644947298903274,-0.3030452948755038,-0.4411721114548748
-0.2859961309365102,-0.36633623255718967,-0.30233222671266347,-0.44063195095563756
-0.2859961309365102,-0.36602578467195557,-0.3022923253326631,-0.4405583556063453
-0.2859961309365102,-0.36591240423082,-0.3022823674462934,-0.44018377428624533
-0.2859961309365102,-0.3658484924373495,-0.30215160343627934,-0.44012903312971463
-0.2859961309365102,-0.3644514390333686,-0.30197419302304,-0.43975208936354804
-0.2859577730605406,-0.36378491424292553,-0.30175955026451434,-0.43964332612714213
-0.28573159386085767,-0.3636644390757449,-0.30139426406525516,-0.43818875170591254
-0.28561506527903274,-0.3636190589343776,-0.3012769138150135,-0.43765387478146217
-0.28512315858685683,-0.36285016716328944,-0.3006725755423817,-0.4359423814463335
-0.28501053854032465,-0.3624066870068073,-0.3005489284287706,-0.4338694881804625
-0.28501053854032465,-0.3623897689973833,-0.30051083354947694,-0.43331468759942715
-0.2846866724120301,-0.362325534279699,-0.30049814149978193,-0.4330281043109275
-0.2844353621901602,-0.3615859688996482,-0.3004174507068341,-0.43188402591460395
-0.2843745186627601,-0.3610322899228223,-0.3000106790871177,-0.43178265891077466
-0.2843230794283994,-0.3596282797578622,-0.29999646760763415,-0.43160510006599884
-0.28430309365233386,-0.3595633675977208,-0.2998315588568556,-0.4314899838578749
-0.2840121028691161,-0.3593259822891619,-0.29831516740353053,-0.4311880794308608
-0.2838943838704507,-0.3587251390850331,-0.2979309372558679,-0.4308265027841054
-0.28364836439009383,-0.3583112132252298,-0.29741920431647534,-0.43047046453925586
-0.2836341785894119,-0.35791818353892696,-0.2972119490533994,-0.4283484973676985
-0.2836318308228655,-0.35749738651336355,-0.2970662760255153,-0.4276739949895118
-0.2835433762381942,-0.35741952341459227,-0.29675821644005806,-0.42676247659451205
-0.2835433762381942,-0.3566197038420295,-0.29636264846698657,-0.42654875576450507
-0.2835110101269881,-0.3564710681423003,-0.2963378283362859,-0.4263456444753259
-0.2833507601799847,-0.3562736888202947,-0.2962812118982367,-0.4257359546184479
-0.2833507601799847,-0.3559705570848912,-0.29621082437161006,-0.42563583617970785
-0.2833507601799847,-0.3557917317578896,-0.296083567984607,-0.4254953803729364
-0.282713596179568,-0.3556750378381332,-0.2958731658744756,-0.42520913041311914
-0.2826894241042802,-0.3553374895187241,-0.2958132481274032,-0.42408191597168177
-0.2826894174908533,-0.35530224031864416,-0.2957759818153111,-0.42338581463484093
-0.2826894174908533,-0.35523526388123,-0.29575096319521993,-0.42206522700821614
-0.28268925215518104,-0.3550084286748024,-0.2953336722104084,-0.4212964415616859
-0.2826464302160598,-0.35498424412681984,-0.2946972000992475,-0.4201244153358324
-0.2825664077506749,-0.35361043292337463,-0.29462742853464247,-0.41961564240693083
-0.2825664077506749,-0.3524357821005956,-0.29454828907593694,-0.4193727350161917
-0.2825664077506749,-0.3520062587666697,-0.2941883327982637,-0.4193270595525993
-0.2825664077506749,-0.3516152153677329,-0.29401848615016746,-0.41912307154379536
-0.2824566777716942,-0.35144587731337495,-0.2937629707128047,-0.41743041145003085
-0.2824566777716942,-0.351022295625167,-0.2935853447898949,-0.4170479544518255
-0.28220928269854395,-0.35068176329472367,-0.2935660239310601,-0.4168462268767596
-0.2821675784285673,-0.35066293926880976,-0.2932543347811526,-0.41660604838028614
-0.28202807480172193,-0.3502246660408947,-0.2918272646404761,-0.41640876622715006
-0.28202807480172193,-0.35017180594159136,-0.29141413631906876,-0.4159640230476895
-0.2820148479479393,-0.350002829978688,-0.2901201883337139,-0.4157561720792813
-0.28180117473850785,-0.34993625661306266,-0.2900358406422825,-0.41544422454288354
-0.281685975455488,-0.3498763852654106,-0.28994339691729415,-0.41468154003347785
-0.28128737098989476,-0.34966563810538503,-0.2894722613265336,-0.4140037303672563
-0.28128737098989476,-0.3493917556433997,-0.2891898997668872,-0.4138544158938623
-0.2795811068519358,-0.34890895913073366,-0.28836544702360245,-0.41370789906966915
-0.2793827040451964,-0.34860625860003647,-0.2878949052263127,-0.4123751188321913
-0.2793827040451964,-0.3485751320398975,-0.28786823172539255,-0.41232883310553153
-0.2793827040451964,-0.3476446056892148,-0.28775667618613354,-0.4112360601779448
